Tax ID,OrgID,Program,Enrollment Date,Enrollment End,Ammount,Total Remuneration,Status
2843489227,2,2001,01-05-2022,01-06-2022,10,0,Active
455512115,2,2002,10-05-2022,01-09-2022,10,0,Active
651296217,2,2001,01-05-2022,01-06-2022,10,0,Active
47362536,2,2002,10-05-2022,01-09-2022,10,0,Active
1524143269,2,2001,01-05-2022,01-06-2022,10,0,Active
2972946758,2,2002,10-05-2022,01-09-2022,10,0,Active
1407432202,2,2001,01-05-2022,01-06-2022,10,0,Active
2672527502,2,2002,10-05-2022,01-09-2022,10,0,Active
1922047835,2,2001,01-05-2022,01-06-2022,10,0,Active
1065249777,2,2002,10-05-2022,01-09-2022,10,0,Active
1360116666,2,2001,01-05-2022,01-06-2022,10,0,Active
653267309,2,2002,10-05-2022,01-09-2022,10,0,Active
3465743985,2,2001,01-05-2022,01-06-2022,10,0,Active
4281636170,2,2002,10-05-2022,01-09-2022,10,0,Active
454789319,2,2001,01-05-2022,01-06-2022,10,0,Active
2763848166,2,2002,10-05-2022,01-09-2022,10,0,Active
3790869858,2,2001,01-05-2022,01-06-2022,10,0,Active
1846169374,2,2002,10-05-2022,01-09-2022,10,0,Active
2500688338,2,2001,01-05-2022,01-06-2022,10,0,Active
3465003679,2,2002,10-05-2022,01-09-2022,10,0,Active
3065684839,2,2001,01-05-2022,01-06-2022,10,0,Active
3814220077,2,2002,10-05-2022,01-09-2022,10,0,Active
284764618,2,2001,01-05-2022,01-06-2022,10,0,Active
3423966305,2,2002,10-05-2022,01-09-2022,10,0,Active
1312229465,2,2001,01-05-2022,01-06-2022,10,0,Active
258869066,2,2002,10-05-2022,01-09-2022,10,0,Active
559741431,2,2001,01-05-2022,01-06-2022,10,0,Active
2676361407,2,2002,10-05-2022,01-09-2022,10,0,Active
2721542192,2,2001,01-05-2022,01-06-2022,10,0,Active
1675873295,2,2002,10-05-2022,01-09-2022,10,0,Active
3098309123,2,2001,01-05-2022,01-06-2022,10,0,Active
127275907,2,2002,10-05-2022,01-09-2022,10,0,Active
733713042,2,2001,01-05-2022,01-06-2022,10,0,Active
1233029454,2,2002,10-05-2022,01-09-2022,10,0,Active
3733115030,2,2001,01-05-2022,01-06-2022,10,0,Active
1634960541,2,2002,10-05-2022,01-09-2022,10,0,Active
946121725,2,2001,01-05-2022,01-06-2022,10,0,Active
998667303,2,2002,10-05-2022,01-09-2022,10,0,Active
2878996871,2,2001,01-05-2022,01-06-2022,10,0,Active
248860656,2,2002,10-05-2022,01-09-2022,10,0,Active
363388622,2,2001,01-05-2022,01-06-2022,10,0,Active
1977636875,2,2002,10-05-2022,01-09-2022,10,0,Active
1696906175,2,2001,01-05-2022,01-06-2022,10,0,Active
1658479700,2,2002,10-05-2022,01-09-2022,10,0,Active
4287695685,2,2001,01-05-2022,01-06-2022,10,0,Active
2636972333,2,2002,10-05-2022,01-09-2022,10,0,Active
3354661304,2,2001,01-05-2022,01-06-2022,10,0,Active
352172723,2,2002,10-05-2022,01-09-2022,10,0,Active
3201028611,2,2001,01-05-2022,01-06-2022,10,0,Active
3210090756,2,2002,10-05-2022,01-09-2022,10,0,Active
433740249,2,2001,01-05-2022,01-06-2022,10,0,Active
2074445505,2,2002,10-05-2022,01-09-2022,10,0,Active
1920729021,2,2001,01-05-2022,01-06-2022,10,0,Active
4142250753,2,2002,10-05-2022,01-09-2022,10,0,Active
3780165220,2,2001,01-05-2022,01-06-2022,10,0,Active
3507299604,2,2002,10-05-2022,01-09-2022,10,0,Active
523492516,2,2001,01-05-2022,01-06-2022,10,0,Active
1639879521,2,2002,10-05-2022,01-09-2022,10,0,Active
979496997,2,2001,01-05-2022,01-06-2022,10,0,Active
578089814,2,2002,10-05-2022,01-09-2022,10,0,Active
3982945413,2,2001,01-05-2022,01-06-2022,10,0,Active
4116111350,2,2002,10-05-2022,01-09-2022,10,0,Active
3268652700,2,2001,01-05-2022,01-06-2022,10,0,Active
4083503177,2,2002,10-05-2022,01-09-2022,10,0,Active
94853305,2,2001,01-05-2022,01-06-2022,10,0,Active
1582437047,2,2002,10-05-2022,01-09-2022,10,0,Active
4109586308,2,2001,01-05-2022,01-06-2022,10,0,Active
3833541611,2,2002,10-05-2022,01-09-2022,10,0,Active
78539280,2,2001,01-05-2022,01-06-2022,10,0,Active
171008750,2,2002,10-05-2022,01-09-2022,10,0,Active
1522543718,2,2001,01-05-2022,01-06-2022,10,0,Active
2340970985,2,2002,10-05-2022,01-09-2022,10,0,Active
1256799908,2,2001,01-05-2022,01-06-2022,10,0,Active
4183551210,2,2002,10-05-2022,01-09-2022,10,0,Active
1661198832,2,2001,01-05-2022,01-06-2022,10,0,Active
3010037462,2,2002,10-05-2022,01-09-2022,10,0,Active
1376298868,2,2001,01-05-2022,01-06-2022,10,0,Active
3386697935,2,2002,10-05-2022,01-09-2022,10,0,Active
3945802468,2,2001,01-05-2022,01-06-2022,10,0,Active
3572891133,2,2002,10-05-2022,01-09-2022,10,0,Active
3497486207,2,2001,01-05-2022,01-06-2022,10,0,Active
3384186510,2,2002,10-05-2022,01-09-2022,10,0,Active
2046102990,2,2001,01-05-2022,01-06-2022,10,0,Active
3131464277,2,2002,10-05-2022,01-09-2022,10,0,Active
3035614545,2,2001,01-05-2022,01-06-2022,10,0,Active
150812659,2,2002,10-05-2022,01-09-2022,10,0,Active
2462554131,2,2001,01-05-2022,01-06-2022,10,0,Active
1717504609,2,2002,10-05-2022,01-09-2022,10,0,Active
3774833926,2,2001,01-05-2022,01-06-2022,10,0,Active
2235571468,2,2002,10-05-2022,01-09-2022,10,0,Active
2559311494,2,2001,01-05-2022,01-06-2022,10,0,Active
3066021033,2,2002,10-05-2022,01-09-2022,10,0,Active
2996906368,2,2001,01-05-2022,01-06-2022,10,0,Active
1858987122,2,2002,10-05-2022,01-09-2022,10,0,Active
3336451195,2,2001,01-05-2022,01-06-2022,10,0,Active
3547341902,2,2002,10-05-2022,01-09-2022,10,0,Active
1168882281,2,2001,01-05-2022,01-06-2022,10,0,Active
166787298,2,2002,10-05-2022,01-09-2022,10,0,Active
717056763,2,2001,01-05-2022,01-06-2022,10,0,Active
942188554,2,2002,10-05-2022,01-09-2022,10,0,Active
896873828,2,2001,01-05-2022,01-06-2022,10,0,Active
3535831483,2,2002,10-05-2022,01-09-2022,10,0,Active
296994918,2,2001,01-05-2022,01-06-2022,10,0,Active
799645728,2,2002,10-05-2022,01-09-2022,10,0,Active
3357826119,2,2001,01-05-2022,01-06-2022,10,0,Active
496740051,2,2002,10-05-2022,01-09-2022,10,0,Active
3895248729,2,2001,01-05-2022,01-06-2022,10,0,Active
2137204314,2,2002,10-05-2022,01-09-2022,10,0,Active
1463432266,2,2001,01-05-2022,01-06-2022,10,0,Active
1660780435,2,2002,10-05-2022,01-09-2022,10,0,Active
2024927936,2,2001,01-05-2022,01-06-2022,10,0,Active
2296139583,2,2002,10-05-2022,01-09-2022,10,0,Active
26146583,2,2001,01-05-2022,01-06-2022,10,0,Active
2461367853,2,2002,10-05-2022,01-09-2022,10,0,Active
137545541,2,2001,01-05-2022,01-06-2022,10,0,Active
2367370581,2,2002,10-05-2022,01-09-2022,10,0,Active
4219650447,2,2001,01-05-2022,01-06-2022,10,0,Active
586197244,2,2002,10-05-2022,01-09-2022,10,0,Active
3596264043,2,2001,01-05-2022,01-06-2022,10,0,Active
933700903,2,2002,10-05-2022,01-09-2022,10,0,Active
3354242845,2,2001,01-05-2022,01-06-2022,10,0,Active
999784275,2,2002,10-05-2022,01-09-2022,10,0,Active
302501729,2,2001,01-05-2022,01-06-2022,10,0,Active
1958193997,2,2002,10-05-2022,01-09-2022,10,0,Active
3524581145,2,2001,01-05-2022,01-06-2022,10,0,Active
1218959939,2,2002,10-05-2022,01-09-2022,10,0,Active
3983890665,2,2001,01-05-2022,01-06-2022,10,0,Active
2637213053,2,2002,10-05-2022,01-09-2022,10,0,Active
1411733932,2,2001,01-05-2022,01-06-2022,10,0,Active
6525026,2,2002,10-05-2022,01-09-2022,10,0,Active
2109618791,2,2001,01-05-2022,01-06-2022,10,0,Active
2195196926,2,2002,10-05-2022,01-09-2022,10,0,Active
2242162527,2,2001,01-05-2022,01-06-2022,10,0,Active
4054656387,2,2002,10-05-2022,01-09-2022,10,0,Active
1804058648,2,2001,01-05-2022,01-06-2022,10,0,Active
2325199960,2,2002,10-05-2022,01-09-2022,10,0,Active
1101887337,2,2001,01-05-2022,01-06-2022,10,0,Active
1948153056,2,2002,10-05-2022,01-09-2022,10,0,Active
201744888,2,2001,01-05-2022,01-06-2022,10,0,Active
3474067645,2,2002,10-05-2022,01-09-2022,10,0,Active
989457128,2,2001,01-05-2022,01-06-2022,10,0,Active
2477531028,2,2002,10-05-2022,01-09-2022,10,0,Active
3889334987,2,2001,01-05-2022,01-06-2022,10,0,Active
4119450768,2,2002,10-05-2022,01-09-2022,10,0,Active
3236889829,2,2001,01-05-2022,01-06-2022,10,0,Active
3504738456,2,2002,10-05-2022,01-09-2022,10,0,Active
2512818972,2,2001,01-05-2022,01-06-2022,10,0,Active
2357734924,2,2002,10-05-2022,01-09-2022,10,0,Active
2755266894,2,2001,01-05-2022,01-06-2022,10,0,Active
3998381113,2,2002,10-05-2022,01-09-2022,10,0,Active
154785787,2,2001,01-05-2022,01-06-2022,10,0,Active
2645260568,2,2002,10-05-2022,01-09-2022,10,0,Active
3368971379,2,2001,01-05-2022,01-06-2022,10,0,Active
4282832332,2,2002,10-05-2022,01-09-2022,10,0,Active
3336167657,2,2001,01-05-2022,01-06-2022,10,0,Active
1260060769,2,2002,10-05-2022,01-09-2022,10,0,Active
3297699580,2,2001,01-05-2022,01-06-2022,10,0,Active
3423054567,2,2002,10-05-2022,01-09-2022,10,0,Active
1514472769,2,2001,01-05-2022,01-06-2022,10,0,Active
2078335575,2,2002,10-05-2022,01-09-2022,10,0,Active
2804694061,2,2001,01-05-2022,01-06-2022,10,0,Active
428970547,2,2002,10-05-2022,01-09-2022,10,0,Active
1402312208,2,2001,01-05-2022,01-06-2022,10,0,Active
752672789,2,2002,10-05-2022,01-09-2022,10,0,Active
3944585353,2,2001,01-05-2022,01-06-2022,10,0,Active
2642981499,2,2002,10-05-2022,01-09-2022,10,0,Active
4128724613,2,2001,01-05-2022,01-06-2022,10,0,Active
1976448119,2,2002,10-05-2022,01-09-2022,10,0,Active
3208699884,2,2001,01-05-2022,01-06-2022,10,0,Active
3392415978,2,2002,10-05-2022,01-09-2022,10,0,Active
3824029484,2,2001,01-05-2022,01-06-2022,10,0,Active
909730339,2,2002,10-05-2022,01-09-2022,10,0,Active
4125424979,2,2001,01-05-2022,01-06-2022,10,0,Active
3366049938,2,2002,10-05-2022,01-09-2022,10,0,Active
4185019818,2,2001,01-05-2022,01-06-2022,10,0,Active
3846898604,2,2002,10-05-2022,01-09-2022,10,0,Active
276318327,2,2001,01-05-2022,01-06-2022,10,0,Active
3370474756,2,2002,10-05-2022,01-09-2022,10,0,Active
3097219939,2,2001,01-05-2022,01-06-2022,10,0,Active
1174327910,2,2002,10-05-2022,01-09-2022,10,0,Active
27264533,2,2001,01-05-2022,01-06-2022,10,0,Active
3550236789,2,2002,10-05-2022,01-09-2022,10,0,Active
1186884126,2,2001,01-05-2022,01-06-2022,10,0,Active
1719866850,2,2002,10-05-2022,01-09-2022,10,0,Active
537006192,2,2001,01-05-2022,01-06-2022,10,0,Active
1229667083,2,2002,10-05-2022,01-09-2022,10,0,Active
3474069141,2,2001,01-05-2022,01-06-2022,10,0,Active
3044279343,2,2002,10-05-2022,01-09-2022,10,0,Active
40944029,2,2001,01-05-2022,01-06-2022,10,0,Active
3576642989,2,2002,10-05-2022,01-09-2022,10,0,Active
3832260410,2,2001,01-05-2022,01-06-2022,10,0,Active
1451666134,2,2002,10-05-2022,01-09-2022,10,0,Active
3209985821,2,2001,01-05-2022,01-06-2022,10,0,Active
2660142661,2,2002,10-05-2022,01-09-2022,10,0,Active
1411327754,2,2001,01-05-2022,01-06-2022,10,0,Active
2517700021,2,2002,10-05-2022,01-09-2022,10,0,Active
1248144311,2,2001,01-05-2022,01-06-2022,10,0,Active
1990429549,2,2002,10-05-2022,01-09-2022,10,0,Active
1799400077,2,2001,01-05-2022,01-06-2022,10,0,Active
2516284523,2,2002,10-05-2022,01-09-2022,10,0,Active
179926626,2,2001,01-05-2022,01-06-2022,10,0,Active
336236785,2,2002,10-05-2022,01-09-2022,10,0,Active
655651948,2,2001,01-05-2022,01-06-2022,10,0,Active
2681072762,2,2002,10-05-2022,01-09-2022,10,0,Active
2740129617,2,2001,01-05-2022,01-06-2022,10,0,Active
2076180395,2,2002,10-05-2022,01-09-2022,10,0,Active
4063131540,2,2001,01-05-2022,01-06-2022,10,0,Active
2633899339,2,2002,10-05-2022,01-09-2022,10,0,Active
3777628211,2,2001,01-05-2022,01-06-2022,10,0,Active
30584802,2,2002,10-05-2022,01-09-2022,10,0,Active
2770004952,2,2001,01-05-2022,01-06-2022,10,0,Active
836655854,2,2002,10-05-2022,01-09-2022,10,0,Active
3739709405,2,2001,01-05-2022,01-06-2022,10,0,Active
3969848621,2,2002,10-05-2022,01-09-2022,10,0,Active
2723799891,2,2001,01-05-2022,01-06-2022,10,0,Active
2347048129,2,2002,10-05-2022,01-09-2022,10,0,Active
1575302894,2,2001,01-05-2022,01-06-2022,10,0,Active
2786349740,2,2002,10-05-2022,01-09-2022,10,0,Active
2020071315,2,2001,01-05-2022,01-06-2022,10,0,Active
2211047289,2,2002,10-05-2022,01-09-2022,10,0,Active
1244211809,2,2001,01-05-2022,01-06-2022,10,0,Active
2828004826,2,2002,10-05-2022,01-09-2022,10,0,Active
3606394963,2,2001,01-05-2022,01-06-2022,10,0,Active
784160185,2,2002,10-05-2022,01-09-2022,10,0,Active
1003486048,2,2001,01-05-2022,01-06-2022,10,0,Active
2302548875,2,2002,10-05-2022,01-09-2022,10,0,Active
4067300771,2,2001,01-05-2022,01-06-2022,10,0,Active
559680448,2,2002,10-05-2022,01-09-2022,10,0,Active
3081133463,2,2001,01-05-2022,01-06-2022,10,0,Active
1016530746,2,2002,10-05-2022,01-09-2022,10,0,Active
2019658998,2,2001,01-05-2022,01-06-2022,10,0,Active
3804215248,2,2002,10-05-2022,01-09-2022,10,0,Active
4260185096,2,2001,01-05-2022,01-06-2022,10,0,Active
1793173333,2,2002,10-05-2022,01-09-2022,10,0,Active
3472050132,2,2001,01-05-2022,01-06-2022,10,0,Active
1999037781,2,2002,10-05-2022,01-09-2022,10,0,Active
729786598,2,2001,01-05-2022,01-06-2022,10,0,Active
3997449874,2,2002,10-05-2022,01-09-2022,10,0,Active
3940052041,2,2001,01-05-2022,01-06-2022,10,0,Active
979263800,2,2002,10-05-2022,01-09-2022,10,0,Active
1489567787,2,2001,01-05-2022,01-06-2022,10,0,Active
2696666780,2,2002,10-05-2022,01-09-2022,10,0,Active
2602382931,2,2001,01-05-2022,01-06-2022,10,0,Active
463258488,2,2002,10-05-2022,01-09-2022,10,0,Active
1540618670,2,2001,01-05-2022,01-06-2022,10,0,Active
1692685259,2,2002,10-05-2022,01-09-2022,10,0,Active
1052523096,2,2001,01-05-2022,01-06-2022,10,0,Active
1367586544,2,2002,10-05-2022,01-09-2022,10,0,Active
2769663964,2,2001,01-05-2022,01-06-2022,10,0,Active
3924614825,2,2002,10-05-2022,01-09-2022,10,0,Active
2409031087,2,2001,01-05-2022,01-06-2022,10,0,Active
3322842966,2,2002,10-05-2022,01-09-2022,10,0,Active
1433516269,2,2001,01-05-2022,01-06-2022,10,0,Active
582348495,2,2002,10-05-2022,01-09-2022,10,0,Active
1877103200,2,2001,01-05-2022,01-06-2022,10,0,Active
2779599263,2,2002,10-05-2022,01-09-2022,10,0,Active
4175111204,2,2001,01-05-2022,01-06-2022,10,0,Active
1385642242,2,2002,10-05-2022,01-09-2022,10,0,Active
930102301,2,2001,01-05-2022,01-06-2022,10,0,Active
3312969759,2,2002,10-05-2022,01-09-2022,10,0,Active
4158302803,2,2001,01-05-2022,01-06-2022,10,0,Active
3384905560,2,2002,10-05-2022,01-09-2022,10,0,Active
605045089,2,2001,01-05-2022,01-06-2022,10,0,Active
1129004055,2,2002,10-05-2022,01-09-2022,10,0,Active
1295117146,2,2001,01-05-2022,01-06-2022,10,0,Active
1172268000,2,2002,10-05-2022,01-09-2022,10,0,Active
2745026316,2,2001,01-05-2022,01-06-2022,10,0,Active
3717807879,2,2002,10-05-2022,01-09-2022,10,0,Active
236362443,2,2001,01-05-2022,01-06-2022,10,0,Active
1001661062,2,2002,10-05-2022,01-09-2022,10,0,Active
2544304261,2,2001,01-05-2022,01-06-2022,10,0,Active
1077242175,2,2002,10-05-2022,01-09-2022,10,0,Active
1409979748,2,2001,01-05-2022,01-06-2022,10,0,Active
1163714239,2,2002,10-05-2022,01-09-2022,10,0,Active
1571541474,2,2001,01-05-2022,01-06-2022,10,0,Active
2099092504,2,2002,10-05-2022,01-09-2022,10,0,Active
1626778647,2,2001,01-05-2022,01-06-2022,10,0,Active
1661571391,2,2002,10-05-2022,01-09-2022,10,0,Active
3709400180,2,2001,01-05-2022,01-06-2022,10,0,Active
2745088049,2,2002,10-05-2022,01-09-2022,10,0,Active
2405410875,2,2001,01-05-2022,01-06-2022,10,0,Active
3783503174,2,2002,10-05-2022,01-09-2022,10,0,Active
2244532326,2,2001,01-05-2022,01-06-2022,10,0,Active
329157897,2,2002,10-05-2022,01-09-2022,10,0,Active
3878405216,2,2001,01-05-2022,01-06-2022,10,0,Active
346545244,2,2002,10-05-2022,01-09-2022,10,0,Active
67169303,2,2001,01-05-2022,01-06-2022,10,0,Active
716792605,2,2002,10-05-2022,01-09-2022,10,0,Active
2595010657,2,2001,01-05-2022,01-06-2022,10,0,Active
591813242,2,2002,10-05-2022,01-09-2022,10,0,Active
253973669,2,2001,01-05-2022,01-06-2022,10,0,Active
3534905675,2,2002,10-05-2022,01-09-2022,10,0,Active
2785854757,2,2001,01-05-2022,01-06-2022,10,0,Active
2494784127,2,2002,10-05-2022,01-09-2022,10,0,Active
2169470427,2,2001,01-05-2022,01-06-2022,10,0,Active
1859108802,2,2002,10-05-2022,01-09-2022,10,0,Active
3563399839,2,2001,01-05-2022,01-06-2022,10,0,Active
69217243,2,2002,10-05-2022,01-09-2022,10,0,Active
3383295391,2,2001,01-05-2022,01-06-2022,10,0,Active
2837858139,2,2002,10-05-2022,01-09-2022,10,0,Active
2426251670,2,2001,01-05-2022,01-06-2022,10,0,Active
2538877921,2,2002,10-05-2022,01-09-2022,10,0,Active
4243248545,2,2001,01-05-2022,01-06-2022,10,0,Active
3426857034,2,2002,10-05-2022,01-09-2022,10,0,Active
880465059,2,2001,01-05-2022,01-06-2022,10,0,Active
2115028538,2,2002,10-05-2022,01-09-2022,10,0,Active
4015502350,2,2001,01-05-2022,01-06-2022,10,0,Active
4039567852,2,2002,10-05-2022,01-09-2022,10,0,Active
3977434510,2,2001,01-05-2022,01-06-2022,10,0,Active
1331362137,2,2002,10-05-2022,01-09-2022,10,0,Active
4186184113,2,2001,01-05-2022,01-06-2022,10,0,Active
2848107233,2,2002,10-05-2022,01-09-2022,10,0,Active
3146633474,2,2001,01-05-2022,01-06-2022,10,0,Active
1904357234,2,2002,10-05-2022,01-09-2022,10,0,Active
3523925382,2,2001,01-05-2022,01-06-2022,10,0,Active
3555664050,2,2002,10-05-2022,01-09-2022,10,0,Active
149065599,2,2001,01-05-2022,01-06-2022,10,0,Active
1211295553,2,2002,10-05-2022,01-09-2022,10,0,Active
494202929,2,2001,01-05-2022,01-06-2022,10,0,Active
4020076531,2,2002,10-05-2022,01-09-2022,10,0,Active
2831416575,2,2001,01-05-2022,01-06-2022,10,0,Active
3212265098,2,2002,10-05-2022,01-09-2022,10,0,Active
2571155917,2,2001,01-05-2022,01-06-2022,10,0,Active
1914433627,2,2002,10-05-2022,01-09-2022,10,0,Active
1885048450,2,2001,01-05-2022,01-06-2022,10,0,Active
2622897162,2,2002,10-05-2022,01-09-2022,10,0,Active
2734113418,2,2001,01-05-2022,01-06-2022,10,0,Active
2352871469,2,2002,10-05-2022,01-09-2022,10,0,Active
2095221694,2,2001,01-05-2022,01-06-2022,10,0,Active
3703714536,2,2002,10-05-2022,01-09-2022,10,0,Active
1543346573,2,2001,01-05-2022,01-06-2022,10,0,Active
828078469,2,2002,10-05-2022,01-09-2022,10,0,Active
2626744447,2,2001,01-05-2022,01-06-2022,10,0,Active
40053838,2,2002,10-05-2022,01-09-2022,10,0,Active
2063112468,2,2001,01-05-2022,01-06-2022,10,0,Active
911675791,2,2002,10-05-2022,01-09-2022,10,0,Active
2593465673,2,2001,01-05-2022,01-06-2022,10,0,Active
119018890,2,2002,10-05-2022,01-09-2022,10,0,Active
2083206848,2,2001,01-05-2022,01-06-2022,10,0,Active
1212056384,2,2002,10-05-2022,01-09-2022,10,0,Active
2159456709,2,2001,01-05-2022,01-06-2022,10,0,Active
2184802056,2,2002,10-05-2022,01-09-2022,10,0,Active
2982305776,2,2001,01-05-2022,01-06-2022,10,0,Active
2374506376,2,2002,10-05-2022,01-09-2022,10,0,Active
271259507,2,2001,01-05-2022,01-06-2022,10,0,Active
529756111,2,2002,10-05-2022,01-09-2022,10,0,Active
3746216394,2,2001,01-05-2022,01-06-2022,10,0,Active
3559849941,2,2002,10-05-2022,01-09-2022,10,0,Active
350807554,2,2001,01-05-2022,01-06-2022,10,0,Active
2976864300,2,2002,10-05-2022,01-09-2022,10,0,Active
1819150717,2,2001,01-05-2022,01-06-2022,10,0,Active
3482138003,2,2002,10-05-2022,01-09-2022,10,0,Active
1331913132,2,2001,01-05-2022,01-06-2022,10,0,Active
1092407350,2,2002,10-05-2022,01-09-2022,10,0,Active
2335401751,2,2001,01-05-2022,01-06-2022,10,0,Active
3458837332,2,2002,10-05-2022,01-09-2022,10,0,Active
1815331425,2,2001,01-05-2022,01-06-2022,10,0,Active
1051226312,2,2002,10-05-2022,01-09-2022,10,0,Active
2100777627,2,2001,01-05-2022,01-06-2022,10,0,Active
84620871,2,2002,10-05-2022,01-09-2022,10,0,Active
743661391,2,2001,01-05-2022,01-06-2022,10,0,Active
1855864152,2,2002,10-05-2022,01-09-2022,10,0,Active
2024243974,2,2001,01-05-2022,01-06-2022,10,0,Active
342817841,2,2002,10-05-2022,01-09-2022,10,0,Active
1570854549,2,2001,01-05-2022,01-06-2022,10,0,Active
2915888407,2,2002,10-05-2022,01-09-2022,10,0,Active
2693682232,2,2001,01-05-2022,01-06-2022,10,0,Active
2126905078,2,2002,10-05-2022,01-09-2022,10,0,Active
1200373885,2,2001,01-05-2022,01-06-2022,10,0,Active
2521804094,2,2002,10-05-2022,01-09-2022,10,0,Active
2140545652,2,2001,01-05-2022,01-06-2022,10,0,Active
984865888,2,2002,10-05-2022,01-09-2022,10,0,Active
857580101,2,2001,01-05-2022,01-06-2022,10,0,Active
628332698,2,2002,10-05-2022,01-09-2022,10,0,Active
1938602178,2,2001,01-05-2022,01-06-2022,10,0,Active
1788468125,2,2002,10-05-2022,01-09-2022,10,0,Active
544811047,2,2001,01-05-2022,01-06-2022,10,0,Active
250714965,2,2002,10-05-2022,01-09-2022,10,0,Active
3568038703,2,2001,01-05-2022,01-06-2022,10,0,Active
2522799984,2,2002,10-05-2022,01-09-2022,10,0,Active
302756288,2,2001,01-05-2022,01-06-2022,10,0,Active
4263747779,2,2002,10-05-2022,01-09-2022,10,0,Active
2554915585,2,2001,01-05-2022,01-06-2022,10,0,Active
3693703580,2,2002,10-05-2022,01-09-2022,10,0,Active
1248966792,2,2001,01-05-2022,01-06-2022,10,0,Active
2424083402,2,2002,10-05-2022,01-09-2022,10,0,Active
1634923385,2,2001,01-05-2022,01-06-2022,10,0,Active
899443302,2,2002,10-05-2022,01-09-2022,10,0,Active
4167339370,2,2001,01-05-2022,01-06-2022,10,0,Active
1816713663,2,2002,10-05-2022,01-09-2022,10,0,Active
1786355437,2,2001,01-05-2022,01-06-2022,10,0,Active
616675156,2,2002,10-05-2022,01-09-2022,10,0,Active
1131376185,2,2001,01-05-2022,01-06-2022,10,0,Active
3200560744,2,2002,10-05-2022,01-09-2022,10,0,Active
1253758328,2,2001,01-05-2022,01-06-2022,10,0,Active
1112847227,2,2002,10-05-2022,01-09-2022,10,0,Active
3023187266,2,2001,01-05-2022,01-06-2022,10,0,Active
3030620698,2,2002,10-05-2022,01-09-2022,10,0,Active
3576861400,2,2001,01-05-2022,01-06-2022,10,0,Active
78293426,2,2002,10-05-2022,01-09-2022,10,0,Active
2708111616,2,2001,01-05-2022,01-06-2022,10,0,Active
3691141370,2,2002,10-05-2022,01-09-2022,10,0,Active
57192965,2,2001,01-05-2022,01-06-2022,10,0,Active
2565790082,2,2002,10-05-2022,01-09-2022,10,0,Active
2574760363,2,2001,01-05-2022,01-06-2022,10,0,Active
1298252909,2,2002,10-05-2022,01-09-2022,10,0,Active
2067612455,2,2001,01-05-2022,01-06-2022,10,0,Active
29203701,2,2002,10-05-2022,01-09-2022,10,0,Active
805465821,2,2001,01-05-2022,01-06-2022,10,0,Active
2796617102,2,2002,10-05-2022,01-09-2022,10,0,Active
2876512056,2,2001,01-05-2022,01-06-2022,10,0,Active
2459609006,2,2002,10-05-2022,01-09-2022,10,0,Active
601897395,2,2001,01-05-2022,01-06-2022,10,0,Active
4038898596,2,2002,10-05-2022,01-09-2022,10,0,Active
294019341,2,2001,01-05-2022,01-06-2022,10,0,Active
3345339815,2,2002,10-05-2022,01-09-2022,10,0,Active
1515022689,2,2001,01-05-2022,01-06-2022,10,0,Active
3459512002,2,2002,10-05-2022,01-09-2022,10,0,Active
3484840641,2,2001,01-05-2022,01-06-2022,10,0,Active
2782177575,2,2002,10-05-2022,01-09-2022,10,0,Active
3796066584,2,2001,01-05-2022,01-06-2022,10,0,Active
3951217412,2,2002,10-05-2022,01-09-2022,10,0,Active
2489155347,2,2001,01-05-2022,01-06-2022,10,0,Active
2939417055,2,2002,10-05-2022,01-09-2022,10,0,Active
1232234430,2,2001,01-05-2022,01-06-2022,10,0,Active
3443891461,2,2002,10-05-2022,01-09-2022,10,0,Active
1758443249,2,2001,01-05-2022,01-06-2022,10,0,Active
4266518021,2,2002,10-05-2022,01-09-2022,10,0,Active
14474257,2,2001,01-05-2022,01-06-2022,10,0,Active
2588026479,2,2002,10-05-2022,01-09-2022,10,0,Active
1658338559,2,2001,01-05-2022,01-06-2022,10,0,Active
1444276505,2,2002,10-05-2022,01-09-2022,10,0,Active
2506001862,2,2001,01-05-2022,01-06-2022,10,0,Active
1230590159,2,2002,10-05-2022,01-09-2022,10,0,Active
3946535821,2,2001,01-05-2022,01-06-2022,10,0,Active
496546216,2,2002,10-05-2022,01-09-2022,10,0,Active
1269333789,2,2001,01-05-2022,01-06-2022,10,0,Active
4026270401,2,2002,10-05-2022,01-09-2022,10,0,Active
3766975432,2,2001,01-05-2022,01-06-2022,10,0,Active
2537589454,2,2002,10-05-2022,01-09-2022,10,0,Active
2172446983,2,2001,01-05-2022,01-06-2022,10,0,Active
265456208,2,2002,10-05-2022,01-09-2022,10,0,Active
207961559,2,2001,01-05-2022,01-06-2022,10,0,Active
593423275,2,2002,10-05-2022,01-09-2022,10,0,Active
3519552311,2,2001,01-05-2022,01-06-2022,10,0,Active
1260182030,2,2002,10-05-2022,01-09-2022,10,0,Active
2932712189,2,2001,01-05-2022,01-06-2022,10,0,Active
1406908173,2,2002,10-05-2022,01-09-2022,10,0,Active
874679488,2,2001,01-05-2022,01-06-2022,10,0,Active
948812847,2,2002,10-05-2022,01-09-2022,10,0,Active
733827459,2,2001,01-05-2022,01-06-2022,10,0,Active
41393215,2,2002,10-05-2022,01-09-2022,10,0,Active
3735556496,2,2001,01-05-2022,01-06-2022,10,0,Active
